Date,Key,RetailAndRecreation,GroceryAndPharmacy,Parks,TransitStations,Workplaces,Residential
2020-03-26,CH_JU,-77.0,-25.0,,-55.0,-58.0,
2020-03-26,CH_LU,-64.0,-14.0,-25.0,-56.0,-40.0,21.0
2020-03-26,CH_NE,-71.0,-23.0,,-62.0,-62.0,27.0
2020-03-26,CH_NW,-54.0,-2.0,,-56.0,-38.0,
2020-03-26,CH_OW,-61.0,-7.0,,-54.0,-35.0,
2020-03-26,CH_SG,-64.0,-11.0,-2.0,-47.0,-36.0,20.0
2020-03-26,CH_SH,-63.0,4.0,,-54.0,-40.0,
2020-03-26,CH_SO,-64.0,-7.0,,-55.0,-39.0,20.0
2020-03-26,CH_SZ,-51.0,-13.0,,-48.0,-39.0,21.0
2020-03-26,CH_TG,-64.0,-7.0,-15.0,-52.0,-34.0,18.0
2020-03-26,CH_TI,-84.0,-38.0,-51.0,-69.0,-63.0,29.0
2020-03-26,CH_UR,-63.0,-23.0,,-58.0,-33.0,
2020-03-26,CH_VD,-73.0,-25.0,-19.0,-69.0,-65.0,31.0
2020-03-26,CH_VS,-74.0,-28.0,-45.0,-62.0,-51.0,24.0
2020-03-26,CI,-24.0,-8.0,-15.0,-24.0,-21.0,16.0
2020-03-26,CL,-61.0,-32.0,-59.0,-54.0,-44.0,25.0
2020-03-26,CL_AI,-64.0,-35.0,-58.0,-80.0,-34.0,19.0
2020-03-26,CL_AN,-57.0,-38.0,-60.0,-51.0,-37.0,23.0
2020-03-26,CL_AP,-61.0,-29.0,-70.0,-55.0,-37.0,22.0
2020-03-26,CL_AT,-55.0,-36.0,-44.0,-64.0,-30.0,22.0
2020-03-26,CL_CO,-71.0,-49.0,-75.0,-60.0,-44.0,24.0
2020-03-26,CL_LI,-56.0,-32.0,-55.0,-50.0,-33.0,22.0
2020-03-26,CL_LL,-65.0,-41.0,-60.0,-56.0,-39.0,24.0
2020-03-26,CL_LR,-69.0,-47.0,-72.0,-63.0,-42.0,25.0
2020-03-26,CL_ML,-57.0,-37.0,-55.0,-53.0,-32.0,22.0
2020-03-26,CL_NB,-69.0,-50.0,-53.0,-82.0,-61.0,
2020-03-26,CL_TA,-67.0,-38.0,-70.0,-55.0,-44.0,26.0
2020-03-26,CL_VS,-66.0,-43.0,-68.0,-56.0,-43.0,24.0
2020-03-26,CM,-20.0,-13.0,-16.0,-16.0,-14.0,9.0
2020-03-26,CO,-82.0,-61.0,-74.0,-80.0,-75.0,35.0
2020-03-26,CO_ANT,-85.0,-62.0,-74.0,-84.0,-78.0,36.0
2020-03-26,CO_ARA,-79.0,-69.0,-69.0,-61.0,-60.0,
2020-03-26,CO_CAL,-82.0,-61.0,-71.0,-88.0,-74.0,32.0
2020-03-26,CO_CAQ,-74.0,-56.0,-67.0,,-62.0,27.0
2020-03-26,CO_CAS,-82.0,-66.0,-69.0,-74.0,-68.0,36.0
2020-03-26,CO_CAU,-82.0,-66.0,-71.0,-79.0,-69.0,29.0
2020-03-26,CO_CAU,-81.0,-60.0,-77.0,-78.0,-73.0,32.0
2020-03-26,CO_CES,-83.0,-65.0,-73.0,-83.0,-68.0,28.0
2020-03-26,CO_CUN,-74.0,-58.0,-68.0,-68.0,-70.0,38.0
2020-03-26,CO_GUV,-75.0,-77.0,-67.0,,-53.0,
2020-03-26,CO_HUI,-81.0,-63.0,-72.0,,-70.0,30.0
2020-03-26,CO_LAG,-80.0,-57.0,-69.0,-76.0,-64.0,27.0
2020-03-26,CO_MAG,-81.0,-66.0,-80.0,-86.0,-68.0,27.0
2020-03-26,CO_MET,-80.0,-60.0,-65.0,-61.0,-67.0,33.0
2020-03-26,CO_PUT,-75.0,-68.0,-69.0,,-58.0,
2020-03-26,CO_RIS,-84.0,-61.0,-80.0,-84.0,-76.0,34.0
2020-03-26,CO_SAN,-82.0,-60.0,-74.0,-83.0,-74.0,33.0
2020-03-26,CO_SUC,-81.0,-64.0,-68.0,,-66.0,27.0
2020-03-26,CO_TOL,-83.0,-63.0,-66.0,-84.0,-71.0,30.0
2020-03-26,CO_VAC,-81.0,-60.0,-77.0,-78.0,-73.0,32.0
2020-03-26,CO_VID,,,-44.0,,-38.0,
2020-03-26,CR,-54.0,-35.0,-58.0,-58.0,-40.0,22.0
2020-03-26,CV,-42.0,-23.0,-44.0,-54.0,-38.0,16.0
2020-03-26,CZ,-65.0,-20.0,-24.0,-60.0,-46.0,22.0
2020-03-26,DE,-59.0,-16.0,3.0,-57.0,-44.0,18.0
2020-03-26,DE_BB,-42.0,-6.0,19.0,-46.0,-38.0,16.0
2020-03-26,DE_BE,-62.0,-13.0,-16.0,-59.0,-53.0,21.0
2020-03-26,DE_BW,-61.0,-19.0,-13.0,-60.0,-45.0,20.0
2020-03-26,DE_BY,-69.0,-21.0,-33.0,-65.0,-47.0,21.0
2020-03-26,DE_HB,-56.0,-14.0,12.0,-58.0,-46.0,17.0
2020-03-26,DE_HE,-59.0,-17.0,5.0,-64.0,-47.0,19.0
2020-03-26,DE_HH,-62.0,-14.0,27.0,-62.0,-52.0,22.0
2020-03-26,DE_MV,-51.0,-15.0,21.0,-45.0,-36.0,13.0
2020-03-26,DE_NI,-62.0,-16.0,14.0,-52.0,-44.0,17.0
2020-03-26,DE_NW,-57.0,-13.0,27.0,-57.0,-44.0,17.0
2020-03-26,DE_RP,-56.0,-17.0,2.0,-62.0,-44.0,18.0
2020-03-26,DE_SH,-52.0,-15.0,36.0,-50.0,-43.0,17.0
2020-03-26,DE_SL,-61.0,-24.0,8.0,-64.0,-48.0,19.0
2020-03-26,DE_SN,-56.0,-18.0,14.0,-52.0,-38.0,17.0
2020-03-26,DE_ST,-49.0,-15.0,8.0,-49.0,-34.0,14.0
2020-03-26,DE_TH,-50.0,-18.0,7.0,-47.0,-37.0,15.0
2020-03-26,DK,-36.0,-17.0,91.0,-59.0,-55.0,19.0
2020-03-26,DO,-76.0,-55.0,-64.0,-83.0,-74.0,33.0
2020-03-26,EC,-85.0,-68.0,-80.0,-84.0,-84.0,40.0
2020-03-26,EE,-44.0,-22.0,23.0,-44.0,-49.0,19.0
2020-03-26,EG,-57.0,-29.0,-50.0,-57.0,-38.0,18.0
2020-03-26,ES,-87.0,-52.0,-78.0,-82.0,-68.0,30.0
2020-03-26,ES_AN,-87.0,-56.0,-77.0,-83.0,-68.0,28.0
2020-03-26,ES_AS,-88.0,-49.0,-72.0,-71.0,-65.0,28.0
2020-03-26,ES_CB,-87.0,-51.0,-76.0,-80.0,-65.0,29.0
2020-03-26,ES_CE,-84.0,-68.0,-86.0,,-68.0,
2020-03-26,ES_CM,-85.0,-52.0,-75.0,-80.0,-64.0,28.0
2020-03-26,ES_CN,-88.0,-57.0,-87.0,-80.0,-67.0,27.0
2020-03-26,ES_CT,-88.0,-49.0,-81.0,-83.0,-71.0,35.0
2020-03-26,ES_EX,-86.0,-57.0,-65.0,-78.0,-62.0,24.0
2020-03-26,ES_GA,-84.0,-50.0,-64.0,-80.0,-62.0,29.0
2020-03-26,ES_IB,-87.0,-55.0,-80.0,-83.0,-65.0,32.0
2020-03-26,ES_MC,-84.0,-48.0,-77.0,-75.0,-61.0,28.0
2020-03-26,ES_MD,-89.0,-52.0,-86.0,-85.0,-77.0,37.0
2020-03-26,ES_ML,-88.0,-56.0,-83.0,,-67.0,
2020-03-26,ES_NC,-86.0,-48.0,-76.0,-83.0,-61.0,29.0
2020-03-26,ES_PV,-88.0,-46.0,-82.0,-78.0,-64.0,31.0
2020-03-26,ES_RI,-86.0,-51.0,-75.0,-84.0,-58.0,27.0
2020-03-26,ES_VC,-87.0,-52.0,-80.0,-83.0,-65.0,29.0
2020-03-26,FI,-44.0,-15.0,52.0,-55.0,-47.0,16.0
2020-03-26,FJ,-28.0,-15.0,-7.0,-37.0,-17.0,16.0
2020-03-26,FR,-84.0,-46.0,-67.0,-83.0,-74.0,34.0
2020-03-26,FR_ARA,-84.0,-46.0,-67.0,-85.0,-73.0,36.0
2020-03-26,FR_BFC,-83.0,-48.0,-57.0,-75.0,-70.0,32.0
2020-03-26,FR_BRE,-84.0,-47.0,-54.0,-84.0,-69.0,32.0
2020-03-26,FR_COR,-84.0,-55.0,-70.0,-82.0,-69.0,29.0
2020-03-26,FR_CVL,-82.0,-44.0,-63.0,-80.0,-71.0,32.0
2020-03-26,FR_GES,-84.0,-48.0,-64.0,-83.0,-73.0,32.0
2020-03-26,FR_HDF,-83.0,-45.0,-66.0,-83.0,-72.0,32.0
2020-03-26,FR_IDF,-84.0,-43.0,-80.0,-84.0,-81.0,40.0
2020-03-26,FR_NAQ,-82.0,-46.0,-61.0,-82.0,-70.0,32.0
2020-03-26,FR_NOR,-82.0,-45.0,-57.0,-83.0,-70.0,31.0
2020-03-26,FR_OCC,-84.0,-48.0,-64.0,-83.0,-73.0,33.0
2020-03-26,FR_PAC,-82.0,-47.0,-71.0,-82.0,-72.0,32.0
2020-03-26,FR_PDL,-83.0,-47.0,-60.0,-86.0,-73.0,35.0
2020-03-26,GA,-30.0,-16.0,-13.0,-40.0,-28.0,16.0
2020-03-26,GB,-74.0,-28.0,-11.0,-70.0,-66.0,27.0
2020-03-26,GE,-60.0,-31.0,-18.0,-50.0,-55.0,19.0
2020-03-26,GH,-16.0,0.0,-17.0,-23.0,-22.0,13.0
2020-03-26,GR,-78.0,-20.0,-65.0,-76.0,-58.0,26.0
2020-03-26,GT,-66.0,-42.0,-52.0,-75.0,-59.0,31.0
2020-03-26,GW,-46.0,-20.0,-21.0,,-38.0,
2020-03-26,HK,-28.0,-9.0,-21.0,-31.0,-11.0,13.0
2020-03-26,HN,-80.0,-59.0,-54.0,-71.0,-71.0,29.0
2020-03-26,HR,-79.0,-51.0,-60.0,-82.0,-64.0,28.0
2020-03-26,HT,-34.0,-27.0,-19.0,-44.0,-34.0,12.0
2020-03-26,HU,-53.0,-24.0,-32.0,-55.0,-48.0,22.0
2020-03-26,ID,-34.0,-17.0,-30.0,-46.0,-34.0,15.0
2020-03-26,ID_AC,-31.0,-14.0,-30.0,-38.0,-24.0,12.0
2020-03-26,ID_BA,-80.0,-83.0,-63.0,-75.0,-80.0,30.0
2020-03-26,ID_BB,-29.0,-7.0,-19.0,-31.0,-24.0,10.0
2020-03-26,ID_BE,-26.0,-14.0,-27.0,-28.0,-28.0,12.0
2020-03-26,ID_BT,-31.0,-14.0,-21.0,-55.0,-33.0,18.0
2020-03-26,ID_GO,-22.0,-10.0,-8.0,-41.0,-27.0,13.0
2020-03-26,ID_JA,-28.0,-12.0,-27.0,-35.0,-26.0,11.0
2020-03-26,ID_JB,-32.0,-13.0,-27.0,-45.0,-34.0,16.0
2020-03-26,ID_JI,-26.0,-9.0,-27.0,-38.0,-29.0,13.0
2020-03-26,ID_JK,-47.0,-24.0,-46.0,-60.0,-43.0,20.0
2020-03-26,ID_JT,-27.0,-12.0,-27.0,-38.0,-30.0,12.0
2020-03-26,ID_KB,-44.0,-22.0,-27.0,-42.0,-31.0,13.0
2020-03-26,ID_KI,-36.0,-16.0,-31.0,-38.0,-30.0,14.0
2020-03-26,ID_KR,-34.0,-15.0,-28.0,-48.0,-19.0,14.0
2020-03-26,ID_KS,-28.0,-13.0,-24.0,-41.0,-26.0,11.0
2020-03-26,ID_KT,-31.0,-16.0,-27.0,-28.0,-26.0,9.0
2020-03-26,ID_KU,-29.0,-14.0,-28.0,-32.0,-20.0,9.0
2020-03-26,ID_LA,-24.0,-10.0,-18.0,-34.0,-32.0,11.0
2020-03-26,ID_MA,-37.0,-25.0,-23.0,-33.0,-37.0,14.0
2020-03-26,ID_MU,-35.0,-14.0,-25.0,-44.0,-29.0,12.0
2020-03-26,ID_NB,-29.0,-12.0,-34.0,-32.0,-27.0,12.0
2020-03-26,ID_NT,-34.0,-21.0,-26.0,-27.0,-31.0,14.0
2020-03-26,ID_PA,-43.0,-35.0,-29.0,-47.0,-28.0,13.0
2020-03-26,ID_PB,-27.0,-17.0,-30.0,-36.0,-28.0,12.0
2020-03-26,ID_RI,-27.0,-16.0,-15.0,-36.0,-24.0,11.0
2020-03-26,ID_SA,-38.0,-18.0,-25.0,-36.0,-32.0,14.0
2020-03-26,ID_SB,-33.0,-18.0,-42.0,-35.0,-31.0,13.0
2020-03-26,ID_SN,-37.0,-16.0,-21.0,-40.0,-36.0,14.0
2020-03-26,ID_SR,-24.0,-16.0,-36.0,-26.0,-32.0,11.0
2020-03-26,ID_SS,-28.0,-15.0,-17.0,-34.0,-27.0,12.0
2020-03-26,ID_ST,-27.0,-10.0,-8.0,-32.0,-23.0,11.0
2020-03-26,ID_SU,-36.0,-20.0,-33.0,-38.0,-30.0,13.0
2020-03-26,IE,-60.0,-16.0,15.0,-65.0,-56.0,25.0
2020-03-26,IL,-75.0,-33.0,-66.0,-64.0,-59.0,33.0
2020-03-26,IN,-76.0,-64.0,-51.0,-73.0,-70.0,30.0
2020-03-26,IN_AN,-80.0,-80.0,-65.0,-63.0,-66.0,
2020-03-26,IN_AP,-74.0,-56.0,-46.0,-66.0,-60.0,28.0
2020-03-26,IN_AR,-61.0,-59.0,-12.0,-46.0,-33.0,16.0
2020-03-26,IN_AS,-72.0,-70.0,-34.0,-72.0,-55.0,24.0
2020-03-26,IN_BR,-63.0,-55.0,-29.0,-66.0,-47.0,17.0
2020-03-26,IN_CH,-91.0,-88.0,-82.0,-89.0,-83.0,36.0
2020-03-26,IN_CT,-70.0,-59.0,-46.0,-74.0,-57.0,26.0
2020-03-26,IN_DD,-73.0,-69.0,-62.0,-72.0,-70.0,34.0
2020-03-26,IN_DL,-86.0,-76.0,-78.0,-87.0,-84.0,35.0
2020-03-26,IN_DN,-68.0,-61.0,-51.0,-57.0,-70.0,32.0
2020-03-26,IN_GA,-81.0,-78.0,-75.0,-73.0,-73.0,35.0
2020-03-26,IN_GJ,-78.0,-64.0,-58.0,-69.0,-75.0,34.0
2020-03-26,IN_HP,-65.0,-64.0,-28.0,-53.0,-61.0,20.0
2020-03-26,IN_HR,-75.0,-67.0,-59.0,-78.0,-75.0,32.0
2020-03-26,IN_JH,-66.0,-62.0,-39.0,-66.0,-50.0,21.0
2020-03-26,IN_JK,7.0,-1.0,,76.0,22.0,23.0
2020-03-26,IN_KA,-80.0,-61.0,-55.0,-71.0,-77.0,34.0
2020-03-26,IN_KL,-77.0,-63.0,-43.0,-67.0,-66.0,33.0
2020-03-26,IN_LD,,,-16.0,,-31.0,
2020-03-26,IN_MH,-80.0,-63.0,-61.0,-79.0,-78.0,36.0
2020-03-26,IN_ML,-58.0,-66.0,-24.0,-62.0,-45.0,19.0
2020-03-26,IN_MN,-53.0,-61.0,-26.0,-57.0,-49.0,18.0
2020-03-26,IN_MP,-73.0,-66.0,-49.0,-71.0,-63.0,25.0
2020-03-26,IN_MZ,-71.0,-70.0,-32.0,-69.0,-62.0,19.0
2020-03-26,IN_NL,-56.0,-71.0,-28.0,-60.0,-44.0,17.0
2020-03-26,IN_OR,-70.0,-62.0,-30.0,-69.0,-53.0,21.0
2020-03-26,IN_PB,-79.0,-73.0,-59.0,-78.0,-73.0,28.0
2020-03-26,IN_PY,-83.0,-69.0,-64.0,-70.0,-69.0,38.0
2020-03-26,IN_RJ,-74.0,-65.0,-54.0,-72.0,-65.0,25.0
2020-03-26,IN_SK,-57.0,-70.0,-41.0,-69.0,-39.0,15.0
2020-03-26,IN_TG,-82.0,-59.0,-56.0,-76.0,-75.0,35.0
2020-03-26,IN_TN,-80.0,-66.0,-41.0,-71.0,-74.0,37.0
2020-03-26,IN_TR,-69.0,-56.0,-28.0,-70.0,-49.0,23.0
2020-03-26,IN_UP,-70.0,-61.0,-44.0,-75.0,-63.0,24.0
2020-03-26,IN_UT,-71.0,-65.0,-46.0,-67.0,-61.0,24.0
2020-03-26,IN_WB,-71.0,-61.0,-56.0,-77.0,-66.0,28.0
2020-03-26,IQ,-69.0,-45.0,-50.0,-62.0,-56.0,23.0
2020-03-26,IT,-84.0,-52.0,-84.0,-83.0,-72.0,35.0
2020-03-26,IT_25,-86.0,-51.0,-83.0,-86.0,-77.0,39.0
2020-03-26,IT_34,-84.0,-44.0,-84.0,-83.0,-69.0,36.0
2020-03-26,IT_42,-83.0,-54.0,-85.0,-81.0,-70.0,34.0
2020-03-26,IT_45,-85.0,-51.0,-85.0,-82.0,-71.0,37.0
2020-03-26,IT_52,-84.0,-53.0,-86.0,-81.0,-71.0,37.0
2020-03-26,IT_55,-82.0,-52.0,-77.0,-75.0,-68.0,35.0
2020-03-26,IT_57,-84.0,-52.0,-85.0,-80.0,-73.0,38.0
2020-03-26,IT_62,-85.0,-55.0,-87.0,-86.0,-74.0,37.0
2020-03-26,IT_65,-84.0,-58.0,-85.0,-84.0,-72.0,34.0
2020-03-26,IT_67,-82.0,-60.0,-83.0,-80.0,-71.0,32.0
2020-03-26,IT_72,-85.0,-57.0,-86.0,-85.0,-73.0,33.0
2020-03-26,IT_75,-82.0,-55.0,-85.0,-84.0,-69.0,31.0
2020-03-26,IT_77,-82.0,-58.0,-71.0,-82.0,-69.0,31.0
2020-03-26,IT_78,-85.0,-60.0,-82.0,-84.0,-71.0,30.0
2020-03-26,IT_82,-82.0,-52.0,-83.0,-84.0,-70.0,30.0
2020-03-26,IT_88,-81.0,-50.0,-77.0,-75.0,-63.0,28.0
2020-03-26,JM,-36.0,-20.0,-41.0,-38.0,-38.0,19.0
2020-03-26,JO,-66.0,-33.0,-57.0,-88.0,-72.0,29.0
2020-03-26,JP,0.0,13.0,26.0,-13.0,-5.0,3.0
2020-03-26,JP_01,-3.0,5.0,-7.0,-20.0,-5.0,4.0
2020-03-26,JP_02,4.0,7.0,14.0,-13.0,-4.0,3.0
2020-03-26,JP_03,6.0,8.0,20.0,-14.0,-3.0,2.0
2020-03-26,JP_04,6.0,10.0,29.0,-16.0,-4.0,3.0
2020-03-26,JP_05,10.0,8.0,23.0,-11.0,-2.0,2.0
2020-03-26,JP_06,10.0,8.0,43.0,-13.0,-3.0,2.0
2020-03-26,JP_07,8.0,9.0,35.0,-11.0,-3.0,2.0
2020-03-26,JP_08,6.0,11.0,35.0,-14.0,-4.0,3.0
2020-03-26,JP_09,5.0,12.0,42.0,-10.0,-4.0,3.0
2020-03-26,JP_10,3.0,10.0,42.0,-10.0,-4.0,3.0
2020-03-26,JP_11,4.0,22.0,60.0,-13.0,-6.0,4.0
2020-03-26,JP_12,1.0,18.0,54.0,-16.0,-7.0,4.0
2020-03-26,JP_13,-10.0,25.0,26.0,-17.0,-10.0,6.0
2020-03-26,JP_14,2.0,25.0,40.0,-13.0,-8.0,4.0
2020-03-26,JP_15,6.0,10.0,41.0,-13.0,-4.0,2.0
2020-03-26,JP_16,11.0,10.0,73.0,-5.0,-3.0,1.0
2020-03-26,JP_17,6.0,11.0,51.0,-14.0,-3.0,2.0
2020-03-26,JP_18,7.0,12.0,68.0,0.0,-3.0,2.0
2020-03-26,JP_19,4.0,12.0,32.0,-1.0,-3.0,2.0
2020-03-26,JP_20,3.0,10.0,26.0,-11.0,-4.0,2.0
2020-03-26,JP_21,4.0,10.0,36.0,-8.0,-4.0,3.0
2020-03-26,JP_22,8.0,12.0,32.0,-9.0,-4.0,2.0
2020-03-26,JP_23,1.0,10.0,39.0,-15.0,-5.0,3.0
2020-03-26,JP_24,4.0,11.0,30.0,-12.0,-3.0,2.0
2020-03-26,JP_25,8.0,11.0,53.0,-7.0,-5.0,2.0
2020-03-26,JP_26,4.0,10.0,47.0,-13.0,-5.0,2.0
2020-03-26,JP_27,-3.0,10.0,33.0,-14.0,-5.0,3.0
2020-03-26,JP_29,4.0,13.0,40.0,-8.0,-6.0,2.0
2020-03-26,JP_30,3.0,9.0,40.0,-5.0,-4.0,2.0
2020-03-26,JP_31,8.0,11.0,50.0,-8.0,-2.0,1.0
2020-03-26,JP_32,10.0,10.0,41.0,0.0,-2.0,1.0
2020-03-26,JP_33,3.0,6.0,24.0,-10.0,-3.0,2.0
2020-03-26,JP_34,3.0,8.0,13.0,-15.0,-3.0,2.0
2020-03-26,JP_35,1.0,4.0,0.0,-9.0,-4.0,3.0
2020-03-26,JP_36,3.0,5.0,24.0,4.0,-4.0,2.0
2020-03-26,JP_37,4.0,5.0,25.0,-8.0,-3.0,3.0
2020-03-26,JP_38,2.0,5.0,10.0,-7.0,-2.0,2.0
2020-03-26,JP_40,-2.0,1.0,-22.0,-19.0,-5.0,3.0
2020-03-26,JP_41,3.0,1.0,-16.0,-18.0,-2.0,3.0
2020-03-26,JP_42,-3.0,1.0,-19.0,-12.0,-3.0,3.0
2020-03-26,JP_43,1.0,3.0,-15.0,-10.0,-4.0,3.0
2020-03-26,JP_45,-2.0,4.0,-20.0,-15.0,-3.0,3.0
2020-03-26,JP_46,3.0,5.0,-11.0,-10.0,-3.0,2.0
2020-03-26,JP_47,-2.0,2.0,-1.0,-15.0,-4.0,3.0
2020-03-26,KE,-34.0,-22.0,-25.0,-30.0,-36.0,19.0
2020-03-26,KG,-71.0,-57.0,-34.0,-64.0,-65.0,24.0
2020-03-26,KH,-37.0,-24.0,-27.0,-53.0,-21.0,13.0
2020-03-26,KR,-25.0,-8.0,3.0,-21.0,-7.0,8.0
2020-03-26,KW,-56.0,-27.0,-50.0,-53.0,-41.0,25.0
2020-03-26,KZ,-32.0,-16.0,-6.0,-21.0,-33.0,11.0
2020-03-26,LA,-34.0,-16.0,-8.0,-34.0,-16.0,9.0
2020-03-26,LB,-65.0,-38.0,-43.0,-80.0,-63.0,20.0
2020-03-26,LI,-72.0,-10.0,,-43.0,-37.0,
2020-03-26,LK,-74.0,-57.0,-38.0,-57.0,-72.0,38.0
2020-03-26,LT,-64.0,-27.0,36.0,-55.0,-53.0,21.0
2020-03-26,LU,-82.0,-38.0,-46.0,-75.0,-76.0,36.0
2020-03-26,LV,-33.0,-14.0,36.0,-36.0,-41.0,15.0
2020-03-26,LY,-53.0,-32.0,-35.0,-57.0,-39.0,21.0
2020-03-26,MD,-60.0,-40.0,-39.0,-60.0,-55.0,21.0
2020-03-26,MK,-67.0,-32.0,-47.0,-65.0,-55.0,23.0
2020-03-26,ML,-25.0,-9.0,-7.0,-29.0,-34.0,15.0
2020-03-26,MM,-22.0,-10.0,-5.0,-16.0,-13.0,8.0
2020-03-26,MN,-20.0,-4.0,-25.0,-21.0,-9.0,8.0
2020-03-26,MT,-67.0,-27.0,-56.0,-56.0,-54.0,27.0
2020-03-26,MU,-92.0,-90.0,-85.0,-91.0,-89.0,37.0
2020-03-26,MX,-37.0,-17.0,-36.0,-46.0,-37.0,16.0
2020-03-26,MX_AGU,-42.0,-16.0,-31.0,-49.0,-38.0,18.0
2020-03-26,MX_BCN,-38.0,-15.0,-38.0,-45.0,-30.0,16.0
2020-03-26,MX_BCS,-42.0,-16.0,-42.0,-54.0,-35.0,17.0
2020-03-26,MX_CAM,-44.0,-25.0,-43.0,-44.0,-41.0,19.0
2020-03-26,MX_CHH,-42.0,-13.0,-35.0,-47.0,-34.0,15.0
2020-03-26,MX_CHP,-35.0,-18.0,-31.0,-39.0,-31.0,13.0
2020-03-26,MX_CMX,-44.0,-21.0,-43.0,-49.0,-44.0,20.0
2020-03-26,MX_COA,-40.0,-20.0,-40.0,-43.0,-37.0,16.0
2020-03-26,MX_COL,-41.0,-22.0,-37.0,-45.0,-35.0,16.0
2020-03-26,MX_DUR,-37.0,-18.0,-39.0,-33.0,-37.0,14.0
2020-03-26,MX_GRO,-33.0,-16.0,-27.0,-39.0,-35.0,12.0
2020-03-26,MX_GUA,-32.0,-13.0,-31.0,-38.0,-30.0,14.0
2020-03-26,MX_HID,-30.0,-17.0,-31.0,-50.0,-40.0,15.0
2020-03-26,MX_JAL,-39.0,-21.0,-37.0,-50.0,-38.0,17.0
2020-03-26,MX_MEX,-30.0,-12.0,-27.0,-43.0,-36.0,16.0
2020-03-26,MX_MIC,-32.0,-16.0,-21.0,-34.0,-30.0,11.0
2020-03-26,MX_MOR,-27.0,-12.0,-29.0,-36.0,-33.0,14.0
2020-03-26,MX_NAY,-39.0,-22.0,-43.0,-33.0,-39.0,15.0
2020-03-26,MX_OAX,-33.0,-20.0,-37.0,-36.0,-34.0,12.0
2020-03-26,MX_PUE,-37.0,-16.0,-31.0,-34.0,-39.0,16.0
2020-03-26,MX_QUE,-37.0,-18.0,-33.0,-25.0,-35.0,18.0
2020-03-26,MX_ROO,-47.0,-22.0,-50.0,-62.0,-44.0,21.0
2020-03-26,MX_SIN,-36.0,-17.0,-31.0,-47.0,-37.0,15.0
2020-03-26,MX_SON,-38.0,-16.0,-34.0,-42.0,-39.0,15.0
2020-03-26,MX_TAB,-42.0,-26.0,-40.0,-40.0,-36.0,16.0
2020-03-26,MX_TAM,-34.0,-16.0,-41.0,-42.0,-36.0,14.0
2020-03-26,MX_TLA,-25.0,-16.0,-23.0,-48.0,-35.0,14.0
2020-03-26,MX_VER,-33.0,-18.0,-30.0,-33.0,-31.0,12.0
2020-03-26,MX_ZAC,-41.0,-25.0,-43.0,-46.0,-42.0,16.0
2020-03-26,MY,-76.0,-43.0,-57.0,-77.0,-67.0,38.0
2020-03-26,MZ,-18.0,-9.0,-17.0,-17.0,-6.0,9.0
2020-03-26,NE,-17.0,-7.0,-11.0,-29.0,-17.0,7.0
2020-03-26,NG,-30.0,-12.0,-27.0,-26.0,-34.0,16.0
2020-03-26,NI,-36.0,-24.0,-23.0,-28.0,-16.0,11.0
2020-03-26,NL,-47.0,-14.0,11.0,-66.0,-53.0,21.0
2020-03-26,NO,-43.0,-10.0,29.0,-56.0,-52.0,20.0
2020-03-26,NO_03,-55.0,-12.0,14.0,-66.0,-66.0,28.0
2020-03-26,NO_11,-41.0,-11.0,38.0,-54.0,-49.0,20.0
2020-03-26,NO_15,-41.0,-7.0,59.0,-40.0,-44.0,16.0
2020-03-26,NO_18,-40.0,-8.0,-8.0,-65.0,-44.0,16.0
2020-03-26,NO_30,-37.0,-7.0,48.0,-62.0,-53.0,21.0
2020-03-26,NO_34,-45.0,-16.0,19.0,-51.0,-46.0,17.0
2020-03-26,NO_42,-38.0,-10.0,58.0,-34.0,-50.0,17.0
2020-03-26,NO_46,-46.0,-16.0,-9.0,-53.0,-51.0,20.0
2020-03-26,NP,-77.0,-68.0,-52.0,-73.0,-74.0,27.0
2020-03-26,NZ,-92.0,-58.0,-77.0,-84.0,-74.0,35.0
2020-03-26,OM,-54.0,-33.0,-46.0,-63.0,-33.0,20.0
2020-03-26,PA,-81.0,-53.0,-71.0,-76.0,-73.0,41.0
2020-03-26,PE,-82.0,-57.0,-73.0,-84.0,-76.0,40.0
2020-03-26,PE_AMA,-68.0,-47.0,-53.0,-67.0,-47.0,
2020-03-26,PE_ANC,-78.0,-59.0,-63.0,-85.0,-67.0,32.0
2020-03-26,PE_ARE,-81.0,-59.0,-71.0,-75.0,-73.0,38.0
2020-03-26,PE_AYA,-72.0,-46.0,-63.0,-84.0,-60.0,31.0
2020-03-26,PE_CAJ,-74.0,-56.0,-66.0,-86.0,-64.0,32.0
2020-03-26,PE_HUV,-52.0,,-45.0,-69.0,-55.0,
2020-03-26,PE_ICA,-74.0,-47.0,-70.0,-88.0,-63.0,33.0
2020-03-26,PE_LAL,-82.0,-56.0,-69.0,-82.0,-70.0,34.0
2020-03-26,PE_LAM,-81.0,-63.0,-69.0,-88.0,-69.0,33.0
2020-03-26,PE_LOR,-75.0,-51.0,-64.0,-65.0,-57.0,28.0
2020-03-26,PE_MDD,-69.0,-60.0,-64.0,-66.0,-55.0,
2020-03-26,PE_MOQ,-70.0,-62.0,-69.0,-89.0,-58.0,
2020-03-26,PE_PAS,-62.0,-37.0,-57.0,,-52.0,
2020-03-26,PE_PIU,-77.0,-55.0,-67.0,-85.0,-67.0,32.0
